,crim,indus,chas,nox,rm,dis,tax,ptratio,lstat,medv
349,0.02899,1.25,0,0.429,6.939,8.7921,335,19.7,5.89,26.6
350,0.06211,1.25,0,0.429,6.49,8.7921,335,19.7,5.98,22.9
351,0.0795,1.69,0,0.411,6.579,10.7103,411,18.3,5.49,24.1
352,0.07244,1.69,0,0.411,5.884,10.7103,411,18.3,7.79,18.6
353,0.01709,2.02,0,0.41,6.728,12.1265,187,17.0,4.5,30.1
354,0.04301,1.91,0,0.413,5.663,10.5857,334,22.0,8.05,18.2
355,0.10659,1.91,0,0.413,5.936,10.5857,334,22.0,5.57,20.6
356,8.98296,18.1,1,0.77,6.212,2.1222,666,20.2,17.6,17.8
357,3.8497,18.1,1,0.77,6.395,2.5052,666,20.2,13.27,21.7
358,5.20177,18.1,1,0.77,6.127,2.7227,666,20.2,11.48,22.7
359,4.26131,18.1,0,0.77,6.112,2.5091,666,20.2,12.67,22.6
360,4.54192,18.1,0,0.77,6.398,2.5182,666,20.2,7.79,25.0
361,3.83684,18.1,0,0.77,6.251,2.2955,666,20.2,14.19,19.9
362,3.67822,18.1,0,0.77,5.362,2.1036,666,20.2,10.19,20.8
363,4.22239,18.1,1,0.77,5.803,1.9047,666,20.2,14.64,16.8
364,3.47428,18.1,1,0.718,8.78,1.9047,666,20.2,5.29,21.9
365,4.55587,18.1,0,0.718,3.561,1.6132,666,20.2,7.12,27.5
366,3.69695,18.1,0,0.718,4.963,1.7523,666,20.2,14.0,21.9
367,13.5222,18.1,0,0.631,3.863,1.5106,666,20.2,13.33,23.1
368,4.89822,18.1,0,0.631,4.97,1.3325,666,20.2,3.26,50.0
369,5.66998,18.1,1,0.631,6.683,1.3567,666,20.2,3.73,50.0
370,6.53876,18.1,1,0.631,7.016,1.2024,666,20.2,2.96,50.0
371,9.2323,18.1,0,0.631,6.216,1.1691,666,20.2,9.53,50.0
372,8.26725,18.1,1,0.668,5.875,1.1296,666,20.2,8.88,50.0
373,11.1081,18.1,0,0.668,4.906,1.1742,666,20.2,34.77,13.8
374,18.4982,18.1,0,0.668,4.138,1.137,666,20.2,37.97,13.8
375,19.6091,18.1,0,0.671,7.313,1.3163,666,20.2,13.44,15.0
376,15.288,18.1,0,0.671,6.649,1.3449,666,20.2,23.24,13.9
377,9.82349,18.1,0,0.671,6.794,1.358,666,20.2,21.24,13.3
378,23.6482,18.1,0,0.671,6.38,1.3861,666,20.2,23.69,13.1
379,17.8667,18.1,0,0.671,6.223,1.3861,666,20.2,21.78,10.2
380,88.9762,18.1,0,0.671,6.968,1.4165,666,20.2,17.21,10.4
381,15.8744,18.1,0,0.671,6.545,1.5192,666,20.2,21.08,10.9
382,9.18702,18.1,0,0.7,5.536,1.5804,666,20.2,23.6,11.3
383,7.99248,18.1,0,0.7,5.52,1.5331,666,20.2,24.56,12.3
384,20.0849,18.1,0,0.7,4.368,1.4395,666,20.2,30.63,8.8
385,16.8118,18.1,0,0.7,5.277,1.4261,666,20.2,30.81,7.2
386,24.3938,18.1,0,0.7,4.652,1.4672,666,20.2,28.28,10.5
387,22.5971,18.1,0,0.7,5.0,1.5184,666,20.2,31.99,7.4
388,14.3337,18.1,0,0.7,4.88,1.5895,666,20.2,30.62,10.2
389,8.15174,18.1,0,0.7,5.39,1.7281,666,20.2,20.85,11.5
390,6.96215,18.1,0,0.7,5.713,1.9265,666,20.2,17.11,15.1
391,5.29305,18.1,0,0.7,6.051,2.1678,666,20.2,18.76,23.2
392,11.5779,18.1,0,0.7,5.036,1.77,666,20.2,25.68,9.7
393,8.64476,18.1,0,0.693,6.193,1.7912,666,20.2,15.17,13.8
394,13.3598,18.1,0,0.693,5.887,1.7821,666,20.2,16.35,12.7
395,8.71675,18.1,0,0.693,6.471,1.7257,666,20.2,17.12,13.1
396,5.87205,18.1,0,0.693,6.405,1.6768,666,20.2,19.37,12.5
397,7.67202,18.1,0,0.693,5.747,1.6334,666,20.2,19.92,8.5
398,38.3518,18.1,0,0.693,5.453,1.4896,666,20.2,30.59,5.0
399,9.91655,18.1,0,0.693,5.852,1.5004,666,20.2,29.97,6.3
400,25.0461,18.1,0,0.693,5.987,1.5888,666,20.2,26.77,5.6
401,14.2362,18.1,0,0.693,6.343,1.5741,666,20.2,20.32,7.2
402,9.59571,18.1,0,0.693,6.404,1.639,666,20.2,20.31,12.1
403,24.8017,18.1,0,0.693,5.349,1.7028,666,20.2,19.77,8.3
404,41.5292,18.1,0,0.693,5.531,1.6074,666,20.2,27.38,8.5
405,67.9208,18.1,0,0.693,5.683,1.4254,666,20.2,22.98,5.0
406,20.7162,18.1,0,0.659,4.138,1.1781,666,20.2,23.34,11.9
407,11.9511,18.1,0,0.659,5.608,1.2852,666,20.2,12.13,27.9
408,7.40389,18.1,0,0.597,5.617,1.4547,666,20.2,26.4,17.2
409,14.4383,18.1,0,0.597,6.852,1.4655,666,20.2,19.78,27.5
410,51.1358,18.1,0,0.597,5.757,1.413,666,20.2,10.11,15.0
411,14.0507,18.1,0,0.597,6.657,1.5275,666,20.2,21.22,17.2
412,18.811,18.1,0,0.597,4.628,1.5539,666,20.2,34.37,17.9
413,28.6558,18.1,0,0.597,5.155,1.5894,666,20.2,20.08,16.3
414,45.7461,18.1,0,0.693,4.519,1.6582,666,20.2,36.98,7.0
415,18.0846,18.1,0,0.679,6.434,1.8347,666,20.2,29.05,7.2
416,10.8342,18.1,0,0.679,6.782,1.8195,666,20.2,25.79,7.5
417,25.9406,18.1,0,0.679,5.304,1.6475,666,20.2,26.64,10.4
418,73.5341,18.1,0,0.679,5.957,1.8026,666,20.2,20.62,8.8
419,11.8123,18.1,0,0.718,6.824,1.794,666,20.2,22.74,8.4
420,11.0874,18.1,0,0.718,6.411,1.8589,666,20.2,15.02,16.7
421,7.02259,18.1,0,0.718,6.006,1.8746,666,20.2,15.7,14.2
422,12.0482,18.1,0,0.614,5.648,1.9512,666,20.2,14.1,20.8
423,7.05042,18.1,0,0.614,6.103,2.0218,666,20.2,23.29,13.4
424,8.79212,18.1,0,0.584,5.565,2.0635,666,20.2,17.16,11.7
425,15.8603,18.1,0,0.679,5.896,1.9096,666,20.2,24.39,8.3
426,12.2472,18.1,0,0.584,5.837,1.9976,666,20.2,15.69,10.2
427,37.6619,18.1,0,0.679,6.202,1.8629,666,20.2,14.52,10.9
428,7.36711,18.1,0,0.679,6.193,1.9356,666,20.2,21.52,11.0
429,9.33889,18.1,0,0.679,6.38,1.9682,666,20.2,24.08,9.5
430,8.49213,18.1,0,0.584,6.348,2.0527,666,20.2,17.64,14.5
431,10.0623,18.1,0,0.584,6.833,2.0882,666,20.2,19.69,14.1
432,6.44405,18.1,0,0.584,6.425,2.2004,666,20.2,12.03,16.1
433,5.58107,18.1,0,0.713,6.436,2.3158,666,20.2,16.22,14.3
434,13.9134,18.1,0,0.713,6.208,2.2222,666,20.2,15.17,11.7
435,11.1604,18.1,0,0.74,6.629,2.1247,666,20.2,23.27,13.4
436,14.4208,18.1,0,0.74,6.461,2.0026,666,20.2,18.05,9.6
437,15.1772,18.1,0,0.74,6.152,1.9142,666,20.2,26.45,8.7
438,13.6781,18.1,0,0.74,5.935,1.8206,666,20.2,34.02,8.4
439,9.39063,18.1,0,0.74,5.627,1.8172,666,20.2,22.88,12.8
440,22.0511,18.1,0,0.74,5.818,1.8662,666,20.2,22.11,10.5
441,9.72418,18.1,0,0.74,6.406,2.0651,666,20.2,19.52,17.1
442,5.66637,18.1,0,0.74,6.219,2.0048,666,20.2,16.59,18.4
443,9.96654,18.1,0,0.74,6.485,1.9784,666,20.2,18.85,15.4
444,12.8023,18.1,0,0.74,5.854,1.8956,666,20.2,23.79,10.8
445,10.6718,18.1,0,0.74,6.459,1.9879,666,20.2,23.98,11.8
446,6.28807,18.1,0,0.74,6.341,2.072,666,20.2,17.79,14.9
447,9.92485,18.1,0,0.74,6.251,2.198,666,20.2,16.44,12.6
448,9.32909,18.1,0,0.713,6.185,2.2616,666,20.2,18.13,14.1
449,7.52601,18.1,0,0.713,6.417,2.185,666,20.2,19.31,13.0
450,6.71772,18.1,0,0.713,6.749,2.3236,666,20.2,17.44,13.4
451,5.44114,18.1,0,0.713,6.655,2.3552,666,20.2,17.73,15.2
452,5.09017,18.1,0,0.713,6.297,2.3682,666,20.2,17.27,16.1
453,8.24809,18.1,0,0.713,7.393,2.4527,666,20.2,16.74,17.8
454,9.51363,18.1,0,0.713,6.728,2.4961,666,20.2,18.71,14.9
455,4.75237,18.1,0,0.713,6.525,2.4358,666,20.2,18.13,14.1
456,4.66883,18.1,0,0.713,5.976,2.5806,666,20.2,19.01,12.7
457,8.20058,18.1,0,0.713,5.936,2.7792,666,20.2,16.94,13.5
458,7.75223,18.1,0,0.713,6.301,2.7831,666,20.2,16.23,14.9
459,6.80117,18.1,0,0.713,6.081,2.7175,666,20.2,14.7,20.0
460,4.81213,18.1,0,0.713,6.701,2.5975,666,20.2,16.42,16.4
461,3.69311,18.1,0,0.713,6.376,2.5671,666,20.2,14.65,17.7
462,6.65492,18.1,0,0.713,6.317,2.7344,666,20.2,13.99,19.5
463,5.82115,18.1,0,0.713,6.513,2.8016,666,20.2,10.29,20.2
464,7.83932,18.1,0,0.655,6.209,2.9634,666,20.2,13.22,21.4
465,3.1636,18.1,0,0.655,5.759,3.0665,666,20.2,14.13,19.9
466,3.77498,18.1,0,0.655,5.952,2.8715,666,20.2,17.15,19.0
467,4.42228,18.1,0,0.584,6.003,2.5403,666,20.2,21.32,19.1
468,15.5757,18.1,0,0.58,5.926,2.9084,666,20.2,18.13,19.1
469,13.0751,18.1,0,0.58,5.713,2.8237,666,20.2,14.76,20.1
470,4.34879,18.1,0,0.58,6.167,3.0334,666,20.2,16.29,19.9
471,4.03841,18.1,0,0.532,6.229,3.0993,666,20.2,12.87,19.6
472,3.56868,18.1,0,0.58,6.437,2.8965,666,20.2,14.36,23.2
473,4.64689,18.1,0,0.614,6.98,2.5329,666,20.2,11.66,29.8
474,8.05579,18.1,0,0.584,5.427,2.4298,666,20.2,18.14,13.8
475,6.39312,18.1,0,0.584,6.162,2.206,666,20.2,24.1,13.3
476,4.87141,18.1,0,0.614,6.484,2.3053,666,20.2,18.68,16.7
477,15.0234,18.1,0,0.614,5.304,2.1007,666,20.2,24.91,12.0
478,10.233,18.1,0,0.614,6.185,2.1705,666,20.2,18.03,14.6
479,14.3337,18.1,0,0.614,6.229,1.9512,666,20.2,13.11,21.4
480,5.82401,18.1,0,0.532,6.242,3.4242,666,20.2,10.74,23.0
481,5.70818,18.1,0,0.532,6.75,3.3317,666,20.2,7.74,23.7
482,5.73116,18.1,0,0.532,7.061,3.4106,666,20.2,7.01,25.0
483,2.81838,18.1,0,0.532,5.762,4.0983,666,20.2,10.42,21.8
484,2.37857,18.1,0,0.583,5.871,3.724,666,20.2,13.34,20.6
485,3.67367,18.1,0,0.583,6.312,3.9917,666,20.2,10.58,21.2
486,5.69175,18.1,0,0.583,6.114,3.5459,666,20.2,14.98,19.1
487,4.83567,18.1,0,0.583,5.905,3.1523,666,20.2,11.45,20.6
488,0.15086,27.74,0,0.609,5.454,1.8209,711,20.1,18.06,15.2
489,0.18337,27.74,0,0.609,5.414,1.7554,711,20.1,23.97,7.0
490,0.20746,27.74,0,0.609,5.093,1.8226,711,20.1,29.68,8.1
491,0.10574,27.74,0,0.609,5.983,1.8681,711,20.1,18.07,13.6
492,0.11132,27.74,0,0.609,5.983,2.1099,711,20.1,13.35,20.1
493,0.17331,9.69,0,0.585,5.707,2.3817,391,19.2,12.01,21.8
494,0.27957,9.69,0,0.585,5.926,2.3817,391,19.2,13.59,24.5
495,0.17899,9.69,0,0.585,5.67,2.7986,391,19.2,17.6,23.1
496,0.2896,9.69,0,0.585,5.39,2.7986,391,19.2,21.14,19.7
497,0.26838,9.69,0,0.585,5.794,2.8927,391,19.2,14.1,18.3
498,0.23912,9.69,0,0.585,6.019,2.4091,391,19.2,12.92,21.2
499,0.17783,9.69,0,0.585,5.569,2.3999,391,19.2,15.1,17.5
500,0.22438,9.69,0,0.585,6.027,2.4982,391,19.2,14.33,16.8
501,0.06263,11.93,0,0.573,6.593,2.4786,273,21.0,9.67,22.4
502,0.04527,11.93,0,0.573,6.12,2.2875,273,21.0,9.08,20.6
503,0.06076,11.93,0,0.573,6.976,2.1675,273,21.0,5.64,23.9
504,0.10959,11.93,0,0.573,6.794,2.3889,273,21.0,6.48,22.0
505,0.04741,11.93,0,0.573,6.03,2.505,273,21.0,7.88,11.9
